Department,Extracurricular_Activities,Internet_Access_at_Home,Midterm_Score,Assignments_Avg,Projects_Score,Quizzes_Avg,Attendance (%),Phone_Screen_Time (hrs/day),Sleep_Hours_per_Night,Study_Hours_per_Week,Overall_Percentage,Grade
IT,Yes,No,32,55,52,42,55,1.8961124564240543,5.898582893103554,18.953537335073555,47.2,F
IT,Yes,Yes,87,81,85,80,96,4.562258490489161,7.445782744085297,26.650891876143913,85.8,A
Civil,No,Yes,75,70,71,74,77,3.4551610888301614,7.030939778009175,19.560024121698497,73.4,B
Mechanical,No,No,61,60,68,65,74,1.7020053073523396,5.344433956884572,14.48029765589086,65.6,C
IT,Yes,No,30,40,45,32,66,5.716254523812011,6.916942037873444,22.26381600999112,42.6,F
Mechanical,No,Yes,32,35,55,57,45,5.8817129309845075,6.6947945639622874,11.370445449119044,44.8,F
EEE,Yes,Yes,60,62,64,63,77,4.830722294702011,6.173149902853949,29.39630198358972,65.2,C
EEE,No,No,96,97,90,99,95,6.641947848426106,6.200906168625047,6.085313321370479,95.4,A+
EEE,Yes,No,50,42,52,48,32,5.184208624196181,4.568007275217592,21.202177802711407,44.8,F
Civil,No,No,78,71,74,70,95,2.588305370706658,7.717122606743237,22.93586127195634,77.6,B
Civil,Yes,Yes,96,93,91,99,67,6.115806324096134,4.624655379168695,10.864032333370716,89.2,A+
Civil,Yes,Yes,90,92,92,99,91,3.627309355437213,5.14313422210348,10.080577277152182,92.8,A+
Civil,Yes,No,86,88,80,83,91,2.0395474715057658,6.385868301654175,25.359598016727038,85.6,A
Civil,Yes,No,67,65,66,67,88,4.31039831173897,7.0014124896333705,20.287283359558582,70.6,C
Mechanical,No,Yes,39,53,30,43,64,3.4313363601174443,5.7780358482772165,5.302892639991209,45.8,F
IT,Yes,Yes,46,50,30,35,56,4.7240943506435435,5.6437673328825895,20.05134182317613,43.4,F
IT,Yes,No,77,74,73,74,63,3.1674226700199206,6.654937442775754,21.644610036721772,72.2,B
Mechanical,Yes,No,96,98,96,92,70,2.156427575364951,5.559489411766176,23.24650772121196,90.4,A+
Civil,No,Yes,63,65,66,68,95,6.526185623225179,6.6949785201920715,20.23280479767152,71.4,C
IT,No,No,70,74,75,72,83,4.6628095905706015,4.180463514405838,28.33602517927146,74.8,B
Civil,Yes,No,31,31,58,41,46,5.892493626616518,7.997836268745608,22.753547064063202,41.4,F
EEE,No,No,91,91,95,99,72,3.8534300058575903,5.878102168175451,5.707781860066695,89.6,A+
Civil,Yes,No,43,39,54,58,35,5.148904464865295,7.725194210384448,26.90097785661063,45.8,F
Civil,No,Yes,81,88,81,80,69,6.425572602373834,6.487746935026837,20.16982239553342,79.8,A
IT,Yes,Yes,84,85,84,88,94,5.399527300584975,6.229007333273643,23.565899742042262,87.0,A
Mechanical,Yes,No,85,82,87,85,96,5.117005947107187,4.553132693618991,15.653059274312138,87.0,A
IT,Yes,No,80,84,88,86,82,2.4707503503864627,6.969085569009147,5.629977370526741,84.0,A
Civil,Yes,No,93,94,91,93,60,7.14148928543682,7.89748895471703,5.687979628510382,86.2,A+
Civil,No,No,75,77,75,71,82,3.2779279647782547,4.378955659117377,29.396771569588417,76.0,B
IT,No,Yes,66,67,62,64,78,4.731213930417789,4.551595286921335,19.781072643765352,67.4,C
IT,No,No,72,73,76,72,83,5.376022642133478,5.354573085791452,8.162006417282736,75.2,B
Mechanical,No,No,39,58,57,32,50,4.448267751969787,5.468330988348987,16.77392130977575,47.2,F
IT,Yes,No,98,92,96,95,67,2.5547546732951116,4.479461469334732,13.4403792850907,89.6,A+
Civil,No,No,82,88,82,82,98,5.7598019706256345,4.811492703656938,23.64070831301255,86.4,A
Mechanical,No,No,71,71,73,75,63,1.378333391448086,5.828921678478178,18.74055752765087,70.6,B
Civil,Yes,No,47,36,34,45,40,6.562756979018509,7.558362565467458,16.70767317097866,40.4,F
Mechanical,Yes,No,62,65,66,63,90,4.915060713517103,6.68707184182545,15.78612480770026,69.2,C
EEE,No,Yes,76,76,70,72,88,6.677610723401809,4.350302293664699,25.141884476067602,76.4,B
Mechanical,Yes,Yes,81,84,85,83,89,6.619958462968822,4.986079622551932,29.400817465005094,84.4,A
Mechanical,No,Yes,40,44,42,47,54,3.54101014987793,4.248896690608968,27.440350208559632,45.4,F
Mechanical,No,Yes,91,99,98,91,84,7.45930033359376,5.948247675275743,20.156323443774436,92.6,A+
Civil,No,Yes,64,65,62,66,89,5.155813335359144,6.558468498409424,17.388892259398247,69.2,C
EEE,Yes,Yes,72,77,70,72,70,2.0221183391447575,5.1567130154257725,12.744132853572586,72.2,B
Mechanical,No,No,76,78,76,70,71,6.859154914538315,4.315607317964805,7.283846634160916,74.2,B
Civil,No,No,60,61,62,68,64,5.691298271878453,4.700699454816724,16.844584057695556,63.0,C
Civil,No,Yes,72,71,74,75,76,3.528864718841927,4.853452272131885,14.626266980090417,73.6,B
IT,No,No,88,87,88,80,62,1.368968528974073,4.150264918175923,22.92953617616894,81.0,A
EEE,No,No,35,51,42,39,53,4.723808610318669,4.856338618010643,20.632093771989958,44.0,F
Mechanical,Yes,Yes,44,39,51,50,35,1.8597857980231047,7.862207098580521,12.03837777933865,43.8,F
Mechanical,Yes,Yes,40,38,36,44,49,1.3389351406740713,5.621369295093148,9.597761628086623,41.4,F
IT,No,No,81,80,88,80,88,4.514057384174275,6.332511293811477,19.47413300739511,83.4,A
Mechanical,No,No,91,92,91,92,82,3.697776346758955,6.7264546758911585,13.515614236606,89.6,A+
Civil,No,No,96,90,93,91,77,6.6024841531638465,6.6506580522374215,7.307119801831431,89.4,A+
IT,Yes,Yes,74,71,71,76,69,7.427807175589145,6.4120153617196465,25.076405447279473,72.2,B
Mechanical,No,Yes,97,90,96,90,91,3.987522337357246,7.199128088297078,13.734674976233325,92.8,A+
IT,No,No,67,63,61,63,77,1.9000408255781494,6.789845068906907,17.655775902272005,66.2,C
EEE,Yes,Yes,55,57,31,55,42,5.867305845167969,6.964428166518723,11.47745513455278,48.0,F
IT,No,No,41,41,45,54,51,6.126765321000789,5.377485561618137,21.60647442850344,46.4,F
EEE,Yes,Yes,96,90,96,94,78,5.081290926787846,5.685698202369991,27.31679277692437,90.8,A+
Civil,Yes,Yes,41,30,33,43,62,2.5554504489718735,4.587692108402425,19.328373366351762,41.8,F
Mechanical,Yes,No,83,80,86,81,68,3.41836597606412,7.212047526105282,18.506972329685524,79.6,A
IT,No,Yes,46,39,47,41,37,2.6516625243616874,4.6740851043299125,13.550470624446755,42.0,F
IT,No,No,77,73,76,73,78,4.356634659779477,4.063414181494268,7.299612766769998,75.4,B
IT,No,Yes,87,82,82,80,89,1.8225128814866132,5.007992886576287,28.018911276368343,84.0,A
IT,Yes,Yes,80,88,87,82,81,6.669851205784307,4.953158682212367,10.609574494994888,83.6,A
IT,No,No,72,73,76,73,84,1.9285071211777587,6.07455476266405,24.47668785898674,75.6,B
IT,No,Yes,56,43,33,56,38,3.5509876793467576,5.519638179296481,25.131764930181273,45.2,F
Civil,No,Yes,72,76,78,75,89,4.185869617229386,6.2236480682972815,15.09940708257709,78.0,B
EEE,No,No,78,76,75,73,93,2.1066463609799415,4.498944452886716,9.709205801676745,79.0,B
Civil,Yes,Yes,94,98,99,91,73,1.2751849788876926,7.197641595636171,20.697509737272696,91.0,A+
Mechanical,No,Yes,61,66,68,68,66,3.433659695312066,4.465601271321503,5.972395306170654,65.8,C
Civil,No,No,67,67,62,65,68,2.0741978247571344,4.826986582960957,20.540739451080338,65.8,C
IT,No,Yes,64,64,64,61,80,5.364022554103527,6.577584649127463,22.851358266386434,66.6,C
EEE,No,No,65,66,60,63,74,2.041997627649582,7.172683279976166,20.01139218187863,65.6,C
IT,No,No,80,84,82,80,87,1.6446912793971284,7.26110532436224,27.36010971621268,82.6,A
Mechanical,Yes,Yes,71,73,70,72,86,3.6315686278230532,6.139491023035021,26.91495297087547,74.4,B
EEE,Yes,No,86,82,82,82,65,4.581952129802906,5.9331771398653,14.569602510076013,79.4,A
Mechanical,Yes,Yes,61,60,66,61,69,4.148077874144743,6.175049823674623,7.5057969544071526,63.4,C
Civil,No,Yes,40,32,45,34,53,1.472697310581141,5.715046030814015,26.78134764550485,40.8,F
Mechanical,Yes,No,36,30,32,49,68,6.919501842704243,6.604918078662644,28.943615827931257,43.0,F
Civil,Yes,No,62,65,62,60,60,1.2371282508472503,7.959365527822275,17.05628980756061,61.8,C
IT,No,No,39,47,58,38,31,2.7972086120419055,6.444997491334907,13.118005705578563,42.6,F
Civil,Yes,Yes,62,65,60,66,62,1.4063243591295267,6.785053901202133,6.3206161121034174,63.0,C
IT,No,Yes,96,98,92,91,73,1.3664851413123067,7.070270514071673,15.412610797596974,90.0,A+
Mechanical,No,Yes,72,74,70,75,70,7.037038910988098,7.845998716948589,11.168685516684523,72.2,B
IT,Yes,No,86,85,81,87,82,4.502516123508924,6.763535906203291,22.42839514729523,84.2,A
Civil,Yes,Yes,64,62,60,66,81,2.0386976475223437,6.544161420527543,28.737385793479042,66.6,C
IT,Yes,No,36,48,43,38,48,3.7414236916767196,7.215042779521919,27.15829145618414,42.6,F
Mechanical,Yes,Yes,98,97,96,99,82,5.664697895047445,7.864190020514709,24.025944756269574,94.4,A+
EEE,Yes,Yes,96,94,99,95,63,1.6509344787619251,6.352809067793562,17.024322247153094,89.4,A+
IT,Yes,Yes,39,39,52,32,30,6.258708211294101,7.861047476661253,29.000813439549905,38.4,F
EEE,No,Yes,81,85,85,82,71,3.3216049092391224,6.892228501841319,17.693803796566606,80.8,A
EEE,Yes,Yes,51,39,54,46,41,3.2796671259466583,4.121933041245552,5.51919716775978,46.2,F
IT,No,Yes,63,68,65,65,97,1.274705032283825,7.951930577681043,21.609385271289057,71.6,C
Mechanical,Yes,No,36,44,47,38,37,7.437351918487061,6.811386828707397,24.214909862256878,40.4,F
Civil,Yes,Yes,94,97,99,92,79,1.008622846164981,6.393309060489708,20.18266120656678,92.2,A+
Mechanical,Yes,No,64,67,64,66,66,3.0058317898767193,7.889039206966842,18.962903829020625,65.4,C
IT,No,No,40,33,44,51,54,1.0218704475316014,7.499085450013344,26.92302517275761,44.4,F
Civil,No,Yes,73,75,75,73,88,3.2413035358283873,7.65377879390236,15.230637004794898,76.8,B
IT,Yes,Yes,74,72,74,74,96,6.584616605460254,7.6858309448661215,29.46264917331725,78.0,B
Mechanical,No,Yes,72,70,72,71,61,4.012214996296736,5.098820131228575,27.193788116792202,69.2,B
EEE,No,No,83,82,81,85,72,1.7570851020134972,7.368427449934046,20.35332940468795,80.6,A
Mechanical,No,No,86,82,81,81,76,5.5830774394891005,5.644816268847416,21.584063350367035,81.2,A
EEE,Yes,Yes,64,67,64,64,91,5.242767198970812,7.798149748454607,13.488222978267332,70.0,C
Mechanical,Yes,No,65,68,64,63,88,1.9928018008137243,4.01498037884514,18.30393712462089,69.6,C
EEE,No,Yes,62,65,68,67,90,7.165240039519325,7.03063046641189,19.0867618453213,70.4,C
EEE,No,Yes,74,72,76,72,94,3.2502373456346314,4.638519733011057,10.129570834879019,77.6,B
IT,No,Yes,65,60,63,65,91,5.77929847313464,5.708812109127338,19.788219933884324,68.8,C
Mechanical,Yes,Yes,93,90,95,93,64,4.725802718042833,4.6733478236765205,11.17268566668964,87.0,A+
EEE,No,No,38,57,31,43,42,2.094220549794665,5.375251614540358,23.124270121884773,42.2,F
Mechanical,No,Yes,73,75,74,78,69,5.276625679918572,7.281171842436709,15.102746193573928,73.8,B
EEE,No,No,85,84,82,85,69,7.429651219393625,4.18797000401247,13.470325540121204,81.0,A
Civil,No,No,77,72,73,72,69,3.816062746534231,7.1331603697554655,29.069620199518305,72.6,B
IT,Yes,No,61,60,66,60,62,2.4552184787349796,7.201299437625957,20.61295038410868,61.8,C
Civil,No,No,48,53,30,33,53,3.9646686461071585,4.745333905377629,14.097009840672083,43.4,F
Mechanical,Yes,Yes,67,60,68,62,80,3.455029566179757,5.093535672455115,19.434981678327276,67.4,C
Mechanical,Yes,No,70,75,77,76,79,6.222916847670496,6.083262344576329,11.713928515516027,75.4,B
Mechanical,No,Yes,64,68,62,62,81,5.041392076374592,7.558941339132227,22.50765884709518,67.4,C
EEE,No,No,70,77,73,72,69,5.107375354912138,5.782919283611477,25.902965388626065,72.2,B
Mechanical,Yes,No,77,75,72,70,66,6.382861366600406,5.787079337873008,16.82064062240756,72.0,B
IT,No,No,53,41,55,38,30,4.7494215699306235,4.548412752297315,18.461899416567647,43.4,F
Mechanical,No,No,61,65,61,67,95,4.144819243515874,6.611253467256972,26.40365375715718,69.8,C
Mechanical,Yes,Yes,84,80,85,86,87,1.5091538324403755,7.160525494904434,10.444520044189213,84.4,A
Mechanical,Yes,No,82,84,87,80,87,2.2901097786506934,4.157447519278918,5.546167799655045,84.0,A
Civil,No,No,36,45,39,44,45,5.952873491435239,6.936017018174737,12.13644300717877,41.8,F
Mechanical,Yes,No,66,60,66,64,93,2.9749949010519705,7.443480494218688,17.20886550703001,69.8,C
Mechanical,Yes,Yes,65,62,67,62,89,4.614378731868286,7.171378135348488,15.816062015100897,69.0,C
IT,No,No,77,77,76,74,78,5.354206354764065,6.022969193421778,25.42755332506537,76.4,B
Civil,Yes,No,85,82,80,83,73,4.495120622100277,4.425349189392909,7.853499232740803,80.6,A
EEE,No,No,68,62,65,67,98,3.7888537751482256,6.798235837806533,12.33390199984969,72.0,C
EEE,No,No,95,94,91,95,62,6.740088403835492,6.779529494703837,18.312317485928666,87.4,A+
Civil,Yes,Yes,33,54,35,57,32,5.0302505846421735,7.288731623266935,24.466303776872735,42.2,F
Civil,No,No,91,98,92,91,83,2.0075933950056157,6.381438645034416,9.302765070569443,91.0,A+
IT,No,No,76,74,71,73,61,5.026458051439607,7.941079952403607,11.1876532142451,71.0,B
Mechanical,No,No,97,99,95,99,84,2.0946726308241357,7.412358493614602,6.162514661001637,94.8,A+
IT,No,No,87,82,85,83,83,3.1547340501828343,4.964660857231047,10.839184026715275,84.0,A
IT,No,Yes,44,48,41,47,31,2.2324692522636034,5.05962877399128,6.909832919882643,42.2,F
EEE,Yes,Yes,56,38,34,52,33,3.6345943910878735,5.204348721860855,7.7406246582500575,42.6,F
Civil,No,No,94,93,96,94,85,3.27273148823042,6.949428309551198,16.900453234219164,92.4,A+
EEE,No,No,65,60,65,60,72,7.3922922286375865,7.38886467104006,16.988263818032223,64.4,C
IT,Yes,No,65,63,63,64,91,6.045265527943441,6.525157249330924,7.491540338886014,69.2,C
EEE,No,No,97,94,97,99,87,3.4734655961823697,6.334624447403488,6.94336592412462,94.8,A+
EEE,Yes,No,85,86,82,82,71,6.962532370623792,4.210297591244013,7.6103842374529505,81.2,A
EEE,No,No,46,36,55,40,47,5.210742358414383,4.651011544856655,18.717531390155905,44.8,F
EEE,Yes,Yes,30,48,43,54,30,6.8275851796875475,6.4883380232264845,5.935799436326754,41.0,F
Civil,Yes,Yes,42,56,32,53,64,5.775604873036087,6.121852000163262,7.079841921287681,49.4,F
EEE,Yes,Yes,98,93,92,90,69,5.32074314594108,6.957632919325247,10.36669659931342,88.4,A+
Civil,Yes,No,88,85,84,86,64,6.860660527552726,6.171992530421077,14.345202721675061,81.4,A
Mechanical,Yes,Yes,72,75,72,71,60,4.822691656023036,4.856028452695497,16.888163040654835,70.0,B
Mechanical,No,Yes,73,74,70,74,76,5.137667663749299,6.015093774898537,21.148788277801128,73.4,B
Mechanical,Yes,Yes,31,53,56,44,46,2.7166097076217515,7.07212981701633,5.316065035000462,46.0,F
IT,No,No,67,66,65,68,72,7.472435743183922,4.416049817140321,14.692666578277187,67.6,C
EEE,No,Yes,76,78,71,76,77,1.6594725452874566,7.017129332140865,5.512772983009779,75.6,B
EEE,No,No,77,71,78,72,97,2.8313736440428094,5.985214413945906,15.459367627696187,79.0,B
Mechanical,Yes,Yes,66,67,61,65,64,2.517303979253895,6.3420561699243185,13.702388687696851,64.6,C
EEE,Yes,Yes,91,94,92,95,93,1.641074513286439,7.669254301848971,8.420465772974035,93.0,A+
Mechanical,No,No,63,63,63,65,68,3.498220635962808,5.199542960223219,10.345972237381607,64.4,C
Civil,Yes,No,46,42,31,49,35,5.215459249737424,7.203750783283425,20.27096641462334,40.6,F
EEE,Yes,Yes,80,83,87,82,60,4.461647875842855,4.48678122690669,19.702340940136175,78.4,A
IT,Yes,No,81,81,86,81,71,5.394217904281355,6.589831762982184,26.09387609968234,80.0,A
IT,No,Yes,95,95,90,97,97,6.029200895855875,6.140146928179642,16.9154871031603,94.8,A+
Mechanical,No,No,78,76,77,73,79,5.718051495238978,4.225933696013929,21.821375945242277,76.6,B
EEE,No,No,73,76,71,75,97,6.578634289026574,4.251570489809947,22.164662552860825,78.4,B
IT,Yes,Yes,95,92,95,97,67,3.9104257246632534,5.7157773337205775,18.522625095952023,89.2,A+
Civil,No,Yes,77,75,76,76,85,6.832920135201304,5.817082897441701,22.988960331635873,77.8,B
Civil,Yes,No,37,58,49,43,54,4.744146052949089,6.221974729577605,7.666376740742265,48.2,F
Mechanical,Yes,Yes,97,91,93,90,96,5.16947118425491,5.8863047542006335,15.296022853681713,93.4,A+
IT,No,Yes,39,51,37,50,66,6.756544596687014,6.185116419161136,10.46095612471701,48.6,F
IT,No,Yes,91,90,94,91,93,6.979553344386076,7.092356166789864,12.749998429294733,91.8,A+
Civil,Yes,No,91,99,91,99,95,3.2857853816408475,6.281775897621598,18.020856500645593,95.0,A+
IT,Yes,No,84,83,87,86,84,6.4632979686610845,4.804700929155517,7.00158506322414,84.8,A
Civil,No,No,66,60,65,63,73,7.134464791190341,5.775179363918915,12.12271557604413,65.4,C
Mechanical,No,No,72,72,73,76,79,5.810981030891894,4.383016794653431,28.064310122645,74.4,B
Civil,No,Yes,72,74,72,76,98,1.9012304201299914,6.228027225252514,27.34931671061073,78.4,B
IT,No,No,83,87,83,81,90,4.5169910101646344,6.925945438812463,28.952950222985844,84.8,A
Mechanical,No,No,85,87,86,86,63,6.393130547517928,5.3492113458699455,28.539421318348346,81.4,A
Mechanical,Yes,No,61,61,66,60,69,3.9437638304821356,4.395465353824059,6.059048298819551,63.4,C
EEE,Yes,Yes,96,92,92,99,93,2.2401964769030585,6.029785464478969,21.934683037967922,94.4,A+
Civil,No,No,71,71,78,76,68,2.5039822449749867,4.161320644206052,10.028413564759433,72.8,B
IT,Yes,Yes,52,56,34,33,44,2.5639912172476844,5.238680800360639,22.515608954057527,43.8,F
Mechanical,Yes,Yes,63,60,62,68,69,5.486417422508527,6.092732270072863,27.47863221112541,64.4,C
Civil,No,No,71,72,76,72,96,3.126046675138321,7.931779686480885,11.853404179798458,77.4,B
IT,No,No,84,84,81,81,79,5.89569318691157,4.448046852272823,26.236610748213884,81.8,A
EEE,No,Yes,33,48,35,57,44,5.974815156911588,7.320929458936682,20.877513437113166,43.4,F
Civil,No,No,57,41,45,50,65,4.553786772445591,6.76976141007252,20.75463922636431,51.6,F
EEE,No,Yes,40,53,55,38,46,1.1938292073114276,4.557861854660726,19.258310655031202,46.4,F
Mechanical,Yes,No,61,62,63,66,99,7.749020571058907,5.298207624129999,24.96761434606597,70.2,C
IT,No,No,68,66,63,62,95,3.2241138263234785,7.964606580592748,15.558196977574882,70.8,C
Civil,No,Yes,61,62,65,68,67,3.3613067177239033,6.532427290870927,6.255328036439318,64.6,C
IT,No,No,33,39,58,51,66,4.4763666984422,6.177015637403452,28.91245311942746,49.4,F
EEE,No,No,91,95,98,93,94,5.982059640222341,7.924574927167288,19.23849448917759,94.2,A+
EEE,Yes,Yes,86,84,84,86,96,5.095549095443421,4.905101003266399,27.39244907998431,87.2,A
EEE,Yes,Yes,88,82,88,84,81,1.6052025498410663,4.005713372316707,16.239583823006555,84.6,A
Mechanical,Yes,No,72,71,71,71,64,2.9258943016326446,6.0285755305615405,24.657322314906946,69.8,B
Civil,Yes,No,68,63,63,61,73,4.563024118378328,7.5512724598599945,22.34394800872688,65.6,C
EEE,Yes,Yes,52,55,56,47,50,2.6835842968387587,5.226674521252466,29.039474275972896,52.0,F
EEE,No,No,91,98,92,94,85,4.3542731434081166,4.102568263225743,13.53119569065391,92.0,A+
Civil,Yes,No,63,61,67,66,70,3.66776528205798,6.454848727416913,20.590648682431606,65.4,C
IT,Yes,No,85,82,84,82,70,5.219924662769455,6.91014570892057,7.878894685071759,80.6,A
Mechanical,Yes,Yes,97,98,94,92,80,5.656380544873401,6.092261699076477,13.970762103087562,92.2,A+
EEE,No,Yes,38,43,34,56,61,6.4240568725077525,6.158822061306523,8.717221809874507,46.4,F
Civil,No,No,41,56,45,52,67,1.2020538762062154,5.580354089426532,28.262020489496674,52.2,F
IT,No,Yes,80,81,80,88,68,7.209835220565889,5.67939479074527,17.422387962501222,79.4,A
Civil,No,Yes,55,33,45,36,51,1.6926661118057442,6.730567205780243,11.320905076869751,44.0,F
EEE,No,Yes,98,96,90,92,72,3.6240940566659283,5.142848345127443,26.714978204736507,89.6,A+
Civil,No,No,66,63,68,68,71,4.237744603069943,5.253901159736406,21.6269359999607,67.2,C
Mechanical,Yes,No,84,88,81,81,97,2.926190787416476,5.591841385523029,28.286974814917016,86.2,A
Mechanical,No,No,81,85,87,81,86,2.3462104094904537,5.855745053819564,11.145464675564366,84.0,A
EEE,Yes,Yes,95,92,96,96,84,2.1259372177042235,6.232169300595868,25.293805421642748,92.6,A+
Mechanical,Yes,Yes,98,95,97,91,71,2.227598950364147,7.657647783699839,15.469263122301827,90.4,A+
EEE,Yes,Yes,77,78,75,78,69,3.305137190052195,5.694162308966033,19.290915449353314,75.4,B
Civil,No,No,68,64,67,60,60,3.4409196759008487,7.054588130092879,7.423784815667868,63.8,C
EEE,Yes,Yes,78,75,76,74,89,2.7425029140021557,6.361523860815443,6.752951143674741,78.4,B
Civil,Yes,No,98,93,91,95,63,7.30962954711911,7.511564636165311,12.929892919134964,88.0,A+
Civil,Yes,Yes,84,85,80,83,68,2.648961542161509,7.73001581238953,26.48757439062245,80.0,A
Civil,Yes,No,83,80,87,88,63,4.189546846079143,5.92806935910773,23.94441400937895,80.2,A
IT,No,No,68,60,65,67,77,4.2517692446709345,6.9924409646397425,10.541596077184707,67.4,C
EEE,Yes,Yes,99,95,96,93,70,6.0975144402830175,5.4711325308770125,20.807645764839485,90.6,A+
Civil,Yes,No,80,84,83,88,90,4.653671024349947,6.3557322997822565,23.79190430057298,85.0,A
EEE,Yes,Yes,63,67,66,61,72,6.413160691383179,6.281831661151443,7.310572922626755,65.8,C
IT,Yes,No,99,94,99,94,96,5.22060013535623,7.30682943896595,29.600329080261606,96.4,A+
Civil,No,Yes,65,61,60,61,69,1.2725359510255982,4.143959315474671,25.78923745912154,63.2,C
Civil,Yes,Yes,84,86,83,80,68,6.572051816990983,7.014936281712018,10.387518971688776,80.2,A
EEE,No,Yes,65,64,68,63,64,7.698219098430764,7.516248018209001,15.112910077878293,64.8,C
IT,No,Yes,60,65,66,64,75,7.6496850653254285,7.222547701099673,14.438635574888929,66.0,C
EEE,Yes,No,86,88,81,85,90,2.7059574833303985,5.223579253046079,17.078366139137486,86.0,A
IT,No,Yes,95,96,99,96,85,5.280595976059764,4.326376721600962,5.12962156934967,94.2,A+
IT,Yes,Yes,75,75,73,77,80,5.13298272175524,4.387669308267979,18.700537430728374,76.0,B
Civil,No,No,85,87,82,80,92,7.074062069635646,5.728464947207717,29.164769255582918,85.2,A
Civil,Yes,No,78,73,70,77,80,3.7197180360422943,7.462908948427175,23.110558506732875,75.6,B
Mechanical,Yes,No,99,95,90,97,99,5.671452786324998,4.041710797589612,11.385337117130488,96.0,A+
Civil,Yes,No,73,70,70,74,88,2.9280093254763098,7.870959818636344,13.038545809946784,75.0,B
Civil,Yes,No,95,91,99,92,89,2.4642982578554946,4.1999161146387145,26.091241601295593,93.2,A+
Mechanical,Yes,Yes,82,82,86,81,92,6.220023663433511,7.303763676447673,22.414035053601154,84.6,A
IT,Yes,No,77,76,75,74,79,6.362181296635075,5.355204679708452,9.390661639200058,76.2,B
Civil,Yes,No,88,85,87,83,84,5.6482312317792225,4.9502400582710795,17.231981526290078,85.4,A
EEE,Yes,Yes,67,65,62,62,65,6.502003444541568,6.8458169674569165,8.690899102006593,64.2,C
IT,Yes,Yes,75,71,77,77,89,5.294695189145012,7.780149861454418,6.2067971739495365,77.8,B
EEE,Yes,Yes,98,95,95,94,69,3.129391037453966,5.21577004902011,10.760416552933748,90.2,A+
Mechanical,No,No,85,82,87,88,99,6.91404859787356,5.438702244892271,22.180858586517072,88.2,A
IT,Yes,No,97,98,90,94,67,4.712480756097793,4.0714475699132775,24.91994569660069,89.2,A+
Civil,No,No,66,61,61,60,77,2.7670972411957733,6.306063161954551,29.09607128984649,65.0,C
Mechanical,No,No,95,92,95,99,68,5.08489877127373,6.103024878236539,11.238109170956216,89.8,A+
Civil,No,No,95,94,93,92,92,1.9409027385728197,4.253499881891071,29.74900580974863,93.2,A+
IT,No,Yes,93,92,99,94,64,4.875921366420606,4.850911580096916,28.654863572042256,88.4,A+
Civil,No,Yes,81,88,86,83,78,5.615960734573983,6.311228201004338,26.652538634445868,83.2,A
Civil,No,No,98,91,97,97,87,5.285805901168106,5.937593790296162,21.520502957481266,94.0,A+
EEE,No,No,80,81,83,81,69,5.651154599652817,6.835197059624615,9.446994886515714,78.8,A
EEE,No,Yes,60,61,61,62,83,3.119232993298627,5.978472060440129,8.29957495031018,65.4,C
EEE,No,No,60,68,62,61,96,5.287426549679584,6.951812481011753,24.181957526341208,69.4,C
IT,Yes,No,66,60,63,61,92,6.81586075811407,5.635255560293642,22.31953766070859,68.4,C
Civil,No,Yes,66,66,63,66,86,3.1683520822963094,7.885189841226368,7.946502716994254,69.4,C
EEE,Yes,No,36,52,55,30,43,6.695452166612815,4.017926773302115,17.530818166960202,43.2,F
IT,Yes,No,85,85,87,87,81,5.064516581367439,7.743748992994238,21.806267182354865,85.0,A
EEE,No,Yes,44,44,56,54,45,7.885135543890322,7.506999452526522,9.009147747622684,48.6,F
Mechanical,No,Yes,94,96,96,94,74,3.660521562560437,4.788616506291509,16.97958073609,90.8,A+
EEE,Yes,No,78,73,73,73,69,2.4421660650745904,7.313778154217542,18.444312281891087,73.2,B
EEE,No,No,40,52,50,49,69,7.732217636932166,7.916340189506352,24.825309969234965,52.0,F
Civil,No,Yes,76,72,76,78,86,4.464879562987226,4.52372500850711,22.40553590303181,77.6,B
Civil,Yes,Yes,62,66,66,64,94,3.899403880132504,4.178226526470613,24.611038551768225,70.4,C
Mechanical,No,Yes,52,47,40,57,67,3.7215658327298184,4.476400230437422,7.011080005233357,52.6,F
Civil,No,No,87,84,87,88,66,7.521885815768181,6.481485008494884,25.093880900294067,82.4,A
Mechanical,Yes,Yes,97,91,97,96,65,1.8758767999922286,7.40188645904335,13.61510211118899,89.2,A+
Mechanical,No,Yes,67,67,60,64,87,1.0881482886724636,7.5928940753286485,19.533480423307466,69.0,C
Civil,No,No,39,57,31,36,48,7.745782905823515,5.601243596924451,14.095052710808371,42.2,F
EEE,No,Yes,75,77,72,72,65,5.441744533562754,6.130846488155941,14.81315496044568,72.2,B
IT,Yes,Yes,46,53,56,55,56,5.668266896092396,6.681280263323126,27.528280982154296,53.2,F
Mechanical,No,No,62,65,67,67,80,6.1017552606492185,6.991106553088403,14.936348141675671,68.2,C
EEE,No,Yes,83,84,81,80,98,3.7998811280549796,4.229567374753094,19.582681204605116,85.2,A
Civil,No,No,66,66,62,62,66,2.0315508150843784,6.776907264166818,27.315019743188515,64.4,C
EEE,Yes,Yes,97,97,95,99,94,4.480791512202817,5.35910988624754,26.803392500561912,96.4,A+
Mechanical,Yes,Yes,66,60,63,63,60,4.555259466718944,7.240823398013342,25.97804007765412,62.4,C
